1.166923073784499332e-01,6.314040902495252627e-01,-4.958060761621399526e-01,1.000000000000000000e+00
3.927502569853339592e-02,2.477531282735241924e-01,-1.947077244197777945e-01,1.000000000000000000e+00
4.820929587839647978e-01,2.824600956399938134e+00,-2.510277470410692047e+00,1.000000000000000000e+00
5.568855416151186760e-02,3.273066713493062441e-01,-2.959447203873706300e-01,1.000000000000000000e+00
1.217397083176377098e-01,7.176913843668247805e-01,-6.713981741411148008e-01,1.000000000000000000e+00
-1.549024667620043427e+00,-1.597556775437993792e+00,1.450855766089309995e+00,1.000000000000000000e+00
2.586233939423805521e-03,9.454200698627038268e-02,-5.739529133521316384e-02,1.000000000000000000e+00
-1.192770296321541190e+00,-1.218668553022808299e+00,1.111330849240356855e+00,1.000000000000000000e+00
7.749364221398173935e-01,1.451951600055799929e+00,-1.243020190017563698e+00,1.000000000000000000e+00
-7.628180672900035653e-01,-9.078480185665537272e-01,7.194475978921979209e-01,1.000000000000000000e+00
5.844566584766105466e-01,1.064611292077408233e+00,-9.249735125176907768e-01,1.000000000000000000e+00
4.328624443769394162e-03,8.300235085905130483e-02,-4.835710227980412335e-02,1.000000000000000000e+00
5.143797196724824161e-01,1.028951250310050858e+00,-8.828212202904425210e-01,1.000000000000000000e+00
4.940586918279334799e-02,4.631844816366580408e-01,-3.783485107625807475e-01,1.000000000000000000e+00
7.314885561851602880e-02,4.722617622876159604e-01,-3.772113660203943453e-01,1.000000000000000000e+00
3.890005718975003690e-02,2.401985490542271617e-01,-1.934727631945598325e-01,1.000000000000000000e+00
8.576702751983181772e-01,1.480519989640567857e+00,-1.278767703005309064e+00,1.000000000000000000e+00
-5.221566063514799794e-01,-6.231736987580649423e-01,5.121903799147895509e-01,1.000000000000000000e+00
5.902124011673819393e-01,9.956332965151266645e-01,-8.685495713556909969e-01,1.000000000000000000e+00
1.682455330969853946e-01,2.093853128609660941e-01,-1.649112010915760318e-01,1.000000000000000000e+00
-7.752177238287282224e-01,-9.117353083632441235e-01,7.282719031813178479e-01,1.000000000000000000e+00
-9.218268081546059367e-01,-1.110613034243696617e+00,9.020595052853442875e-01,1.000000000000000000e+00
3.887624263045535988e-02,2.100284651398316160e-01,-1.635167705660984794e-01,1.000000000000000000e+00
-7.608224479040953669e-02,-4.528854778501416045e-01,2.796710246266276290e-01,1.000000000000000000e+00
1.560234631483331746e+00,1.024457521058502785e+01,-9.472590286261237225e+00,1.000000000000000000e+00
-5.268545765658165791e-01,-6.323622508308897050e-01,5.115728954443365950e-01,1.000000000000000000e+00
-1.340416489664150390e+00,-1.352041819604720807e+00,1.222563230746488649e+00,1.000000000000000000e+00
6.595139676786124228e-02,9.397599115415913307e-01,-6.868756584929788245e-01,1.000000000000000000e+00
6.307364524763892089e-02,2.115066859788045650e-01,-1.560782416046309351e-01,1.000000000000000000e+00
1.489335871464022437e-02,8.796783328408089297e-02,-5.506434735038850253e-02,1.000000000000000000e+00
3.556321708244826463e-02,1.743845827773332913e-01,-1.419372854273274753e-01,1.000000000000000000e+00
4.858403763384214757e-01,9.190643125918382950e-01,-8.079171302040695224e-01,1.000000000000000000e+00
-6.369113696764288068e-01,-7.425684082491309512e-01,5.988052585350731594e-01,1.000000000000000000e+00
5.042993244093043614e-01,8.658656747779938101e-01,-7.567178079994988371e-01,1.000000000000000000e+00
5.700699116010581047e-02,3.257418579241453949e-01,-2.694587011280712430e-01,1.000000000000000000e+00
5.865342779700607329e-02,3.889469666404021808e-01,-3.332519431066273130e-01,1.000000000000000000e+00
-3.113160088387256219e-01,-2.168111437238926964e+00,1.984900579031371404e+00,1.000000000000000000e+00
