-3.723164807316810876e+00,-4.335557949049142490e-01,5.664939394463528455e-01,1.000000000000000000e+00
-3.558864431364790804e+00,-3.789604740490173929e-01,5.406129619433505118e-01,1.000000000000000000e+00
6.358138304176897009e+02,2.005742627844448407e+02,-8.120530770371482276e+01,1.000000000000000000e+00
-9.719291733521915333e+00,-3.668041117203766355e+00,1.457690805108863064e+00,1.000000000000000000e+00
-4.401402892676911982e+00,-1.522483402924608598e+00,6.619052995554463026e-01,1.000000000000000000e+00
-8.039993403154126028e+00,-4.293059397482617001e+00,1.304690895828812813e+00,1.000000000000000000e+00
3.279735436056940756e+01,5.298595092851731359e+00,-3.816561824624946198e+00,1.000000000000000000e+00
-2.248738572975750749e+00,-4.599013328863199024e-01,2.086682256280084913e-01,1.000000000000000000e+00
-4.431043988733046035e+01,-3.413949541654779818e+00,4.186477487839064260e+00,1.000000000000000000e+00
4.201273060072956156e+01,6.280295694090720637e+00,-4.913386817855959876e+00,1.000000000000000000e+00
-1.321345718038630324e+01,-4.084931134378336992e+00,1.638085220941507103e+00,1.000000000000000000e+00
-3.043215775821928037e+00,-1.030770862155540257e+00,2.954289452709058517e-01,1.000000000000000000e+00
-8.717845200286388874e+00,-2.028062780316611136e+00,8.216371155083502797e-01,1.000000000000000000e+00
3.353375588583489719e+00,4.103653865531178835e-01,-5.049183475256647791e-01,1.000000000000000000e+00
-7.839112234569831195e+00,-3.213077173033056066e+00,1.116210858836644615e+00,1.000000000000000000e+00
-6.632969142392382444e+00,-3.266814307764567271e+00,9.652396306002819504e-01,1.000000000000000000e+00
-4.502270959563620778e+00,-1.461661027781103739e+00,4.305653779836159933e-01,1.000000000000000000e+00
-1.556779794447402443e+00,-6.641572819974982389e-01,1.925112472222992865e-01,1.000000000000000000e+00
-1.146792021720096422e+01,-2.724781514608588306e+00,1.124205127767772927e+00,1.000000000000000000e+00
-7.654612696710047182e+00,-3.506792634013287113e+00,1.145350355935075282e+00,1.000000000000000000e+00
-1.234673840004593970e+01,-4.374615706857987618e+00,1.710795045962781868e+00,1.000000000000000000e+00
7.317393292086960344e+01,2.591735283070245188e+01,-6.994962580735003321e+00,1.000000000000000000e+00
